appid,positive_ratings,negative_ratings,total_ratings,rating_percentage
621060,30731,1781,32512,0.9452202263779528
621830,1984,704,2688,0.7380952380952381
622220,2770,196,2966,0.9339177343223196
622650,7171,861,8032,0.8928037848605578
622720,897,205,1102,0.8139745916515426
623940,2746,148,2894,0.9488597097442986
624090,3151,1737,4888,0.6446399345335515
624270,1903,221,2124,0.8959510357815442
626690,10515,2626,13141,0.8001674149608097
627270,7369,1259,8628,0.8540797403801577
629730,23317,926,24243,0.9618034071690797
629910,1120,796,1916,0.5845511482254697
630100,5953,1904,7857,0.7576683212422044
631510,2697,283,2980,0.9050335570469799
632300,3729,772,4501,0.8284825594312375
632350,3266,465,3731,0.8753685339051193
632360,113051,3812,116863,0.9673806080624321
633060,818,212,1030,0.7941747572815534
633230,24951,4048,28999,0.8604089796199869
633360,992,299,1291,0.7683965917893106
633460,5310,785,6095,0.8712059064807219
634160,1356,58,1414,0.958981612446959
635200,1034,347,1381,0.7487328023171614
635260,30478,1579,32057,0.9507439872726705
635320,1811,226,2037,0.8890525282277859
635730,4525,807,5332,0.8486496624156039
636040,1043,674,1717,0.6074548631333722
636480,40454,1250,41704,0.9700268559370804
637090,13677,2941,16618,0.8230232278252497
637100,2781,1552,4333,0.6418186014308793
637650,24128,5226,29354,0.8219663418954827
637670,1224,544,1768,0.6923076923076923
637850,3357,209,3566,0.9413909141895681
638650,1111,268,1379,0.8056562726613488
638970,33676,1874,35550,0.9472855133614627
639170,1210,120,1330,0.9097744360902256
639780,1860,108,1968,0.9451219512195121
639790,7027,253,7280,0.9652472527472528
640820,15999,4346,20345,0.7863848611452445
641080,1217,659,1876,0.6487206823027718
641780,1875,331,2206,0.8499546690843155
641960,1129,277,1406,0.8029871977240398
641990,15332,1639,16971,0.9034234871250958
642090,1008,45,1053,0.9572649572649573
644290,722,426,1148,0.6289198606271778
644390,1014,66,1080,0.9388888888888889
644560,68340,2227,70567,0.9684413394362804
644570,7986,695,8681,0.9199400990669278
644930,28034,4943,32977,0.8501076507869121
645090,2126,148,2274,0.9349164467897977
645630,33876,3673,37549,0.902181149964047
646200,852,199,1051,0.8106565176022835
646270,1439,201,1640,0.8774390243902439
646570,86226,1819,88045,0.9793401101709354
646910,38363,7801,46164,0.8310155099211507
647830,3544,559,4103,0.8637582256885206
647960,1981,51,2032,0.9749015748031497
648350,35608,5891,41499,0.8580447721631846
648390,3763,206,3969,0.9480977576215671
648800,118923,8756,127679,0.9314217686542031
650000,963,706,1669,0.5769922109047334
650700,1779,166,1945,0.9146529562982005
650760,1394,426,1820,0.765934065934066
652980,5783,936,6719,0.8606935555886293
653530,13291,450,13741,0.967251291754603
654880,3867,371,4238,0.9124587069372345
654990,844,619,1463,0.5768967874231032
656200,718,631,1349,0.5322461082283173
656240,1237,1194,2431,0.5088440970793912
657200,21439,3984,25423,0.8432915076898871
658560,1604,70,1674,0.9581839904420549
658570,895,185,1080,0.8287037037037037
658850,4798,323,5121,0.9369263815661004
660880,2848,331,3179,0.8958792072978924
661790,1502,192,1694,0.8866587957497049
663380,1128,426,1554,0.7258687258687259
663390,1091,1113,2204,0.49500907441016334
664430,800,719,1519,0.5266622778143516
664830,1168,129,1297,0.9005397070161912
665090,1366,417,1783,0.7661245092540662
665180,4136,484,4620,0.8952380952380953
665300,992,43,1035,0.9584541062801932
665360,5139,1639,6778,0.7581882561227501
665490,983,143,1126,0.8730017761989343
666140,25214,1904,27118,0.9297883324728963
666220,4875,579,5454,0.8938393839383938
667600,1403,99,1502,0.9340878828229028
667720,1733,445,2178,0.7956841138659321
667890,1897,746,2643,0.7177449867574726
667970,3974,109,4083,0.973303943179035
668210,963,93,1056,0.9119318181818182
668630,19189,1866,21055,0.9113749703158395
671440,2037,588,2625,0.776
671510,3953,1752,5705,0.6929009640666083
672630,1418,268,1686,0.8410438908659549
673000,886,134,1020,0.8686274509803922
673130,3885,165,4050,0.9592592592592593
673610,4370,785,5155,0.8477206595538312
673750,1929,259,2188,0.8816270566727605
673880,6503,482,6985,0.9309949892627059
673950,11248,712,11960,0.9404682274247491
674020,11064,6674,17738,0.6237456308490247
674400,852,533,1385,0.6151624548736462
674520,1555,109,1664,0.9344951923076923
674750,1243,239,1482,0.8387314439946019
674940,65425,4429,69854,0.9365963294872162
675010,16786,2050,18836,0.8911658526226375
675260,4573,480,5053,0.9050069265782703
676820,1108,57,1165,0.9510729613733906
677120,4838,594,5432,0.8906480117820325
677160,2964,730,3694,0.8023822414726584
678800,2086,501,2587,0.8063393892539621
678950,30034,3237,33271,0.9027080640798293
679260,925,663,1588,0.5824937027707808
680320,1290,196,1486,0.8681022880215343
680360,1511,247,1758,0.8594994311717861
681280,7294,351,7645,0.9540876389797253
681660,2915,4463,7378,0.39509352127947955
682130,1773,186,1959,0.9050535987748851
683320,41376,1344,42720,0.9685393258426966
683900,954,132,1086,0.8784530386740331
684410,2976,285,3261,0.9126034958601656
684580,838,534,1372,0.6107871720116618
686190,822,294,1116,0.7365591397849462
686200,5678,301,5979,0.9496571332998829
688130,2591,428,3019,0.8582312023848957
688420,4237,354,4591,0.9228926159878023
688470,1185,653,1838,0.6447225244831338
690040,5249,815,6064,0.8656002638522428
690510,1097,349,1446,0.7586445366528354
690530,4742,1509,6251,0.7585986242201248
690790,15482,2565,18047,0.8578711143126282
690830,7902,1231,9133,0.8652140589072594
691450,1093,30,1123,0.9732858414959928
691690,1852,596,2448,0.7565359477124183
694720,444,584,1028,0.43190661478599224
695290,1151,418,1569,0.7335882727852135
695920,1067,201,1268,0.8414826498422713
696170,2414,623,3037,0.7948633519920975
696370,1114,255,1369,0.8137326515704895
697550,886,139,1025,0.864390243902439
698640,1068,350,1418,0.7531734837799718
699170,3236,342,3578,0.9044158747903857
700030,1405,1723,3128,0.4491687979539642
700330,19534,3621,23155,0.8436190887497301
701160,7805,819,8624,0.9050324675324676
702670,4605,552,5157,0.8929610238510762
702810,919,86,1005,0.9144278606965174
702890,1912,450,2362,0.8094834885690093
703700,2804,709,3513,0.798178195274694
704030,733,310,1043,0.7027804410354745
704270,10525,4040,14565,0.7226227257123241
704450,4088,555,4643,0.8804652164548783
704850,11924,1854,13778,0.8654376542313834
705120,2597,270,2867,0.9058249040809209
705220,3480,387,3867,0.899922420480993
706990,2703,1084,3787,0.7137575917612886
707010,1310,568,1878,0.6975505857294995
711660,1651,405,2056,0.8030155642023347
711990,1903,145,2048,0.92919921875
712050,2523,320,2843,0.8874428420682378
712100,6265,3022,9287,0.6745989016905352
712730,1887,133,2020,0.9341584158415842
712840,5511,290,5801,0.9500086192035856
715560,3301,399,3700,0.8921621621621622
718560,2012,227,2239,0.8986154533273782
718590,1133,317,1450,0.7813793103448275
718650,835,270,1105,0.755656108597285
718670,4239,894,5133,0.82583284628872
719890,3014,999,4013,0.7510590580613008
720250,1453,239,1692,0.8587470449172577
720280,2901,470,3371,0.8605754968851973
722060,1395,78,1473,0.9470468431771895
722180,1029,201,1230,0.8365853658536585
722960,1263,250,1513,0.8347653668208856
723090,1536,54,1590,0.9660377358490566
723390,739,1189,1928,0.383298755186722
723780,2012,1610,3622,0.5554942020982883
725480,2202,103,2305,0.9553145336225597
726360,1447,415,1862,0.7771213748657357
727850,1057,138,1195,0.8845188284518829
728540,2497,2449,4946,0.5048524059846341
728880,22437,2321,24758,0.9062525244365458
729040,7291,1155,8446,0.8632488752071987
730310,1837,3974,5811,0.3161245912923765
730820,1394,35,1429,0.9755073477956613
731490,7257,487,7744,0.9371126033057852
732370,2537,344,2881,0.8805970149253731
732430,8796,307,9103,0.9662748544435901
733070,1416,68,1484,0.954177897574124
733790,1104,165,1269,0.8699763593380615
733990,1223,99,1322,0.9251134644478064
734750,1041,268,1309,0.7952635599694423
735280,835,194,1029,0.8114674441205053
736220,10388,2432,12820,0.8102964118564743
736260,12498,225,12723,0.9823154916293327
736850,935,250,1185,0.7890295358649789
737800,4027,547,4574,0.880411018801924
738520,9087,1484,10571,0.8596159303755557
738530,618,710,1328,0.46536144578313254
738540,1924,412,2336,0.8236301369863014
741260,711,561,1272,0.5589622641509434
742120,5339,872,6211,0.8596039285139269
742300,2235,209,2444,0.9144844517184942
743390,1909,67,1976,0.9660931174089069
743450,7732,532,8264,0.9356243949661182
743640,1347,253,1600,0.841875
743890,1434,462,1896,0.7563291139240507
744060,859,360,1219,0.70467596390484
744190,2480,134,2614,0.9487375669472073
744900,4814,2179,6993,0.6884026884026884
747340,846,187,1033,0.818973862536302
748360,1082,350,1432,0.755586592178771
748370,848,333,1181,0.7180355630821338
748490,1781,104,1885,0.9448275862068966
750920,37801,6487,44288,0.8535269147398844
751440,1090,316,1406,0.7752489331436699
751780,20919,1813,22732,0.9202445891254619
753420,5848,515,6363,0.9190633349049191
755500,1044,299,1343,0.7773641102010425
758190,4916,556,5472,0.8983918128654971
758370,1316,138,1454,0.9050894085281981
758870,967,122,1089,0.8879706152433425
758990,1383,90,1473,0.9389002036659878
759740,2586,512,3098,0.8347320852162685
760060,9834,1047,10881,0.9037772263578715
761600,1041,73,1114,0.9344703770197487
761620,3424,446,3870,0.8847545219638243
761890,1241,484,1725,0.7194202898550724
763410,1656,310,1966,0.8423194303153612
764790,5374,306,5680,0.9461267605633803
765410,4316,232,4548,0.9489885664028144
766280,1232,76,1308,0.9418960244648318
766370,719,382,1101,0.6530426884650318
766570,2103,1062,3165,0.6644549763033175
767560,756,929,1685,0.44866468842729973
770240,1759,1470,3229,0.544750696810158
773951,7648,2211,9859,0.7757379044527842
774201,1065,106,1171,0.9094790777113578
774461,1261,98,1359,0.927888153053716
774861,10463,1650,12113,0.8637827127879139
775940,1328,199,1527,0.8696791093647676
776490,2335,375,2710,0.8616236162361623
778700,2504,698,3202,0.7820112429731418
784150,8572,738,9310,0.9207303974221267
785740,2940,873,3813,0.7710464201416207
786520,1944,301,2245,0.865924276169265
787480,10491,235,10726,0.9780906209211262
787860,46019,3020,49039,0.9384163624870001
788770,2271,88,2359,0.9626960576515473
788880,875,1009,1884,0.46443736730360935
789760,1930,310,2240,0.8616071428571429
790740,5224,659,5883,0.8879823219445862
790820,3387,464,3851,0.8795118151129576
791330,1198,197,1395,0.8587813620071685
792100,1052,74,1126,0.9342806394316163
793350,1308,47,1355,0.9653136531365314
794260,10694,3634,14328,0.7463707426018984
794800,1404,196,1600,0.8775
799070,3018,107,3125,0.96576
800270,2274,805,3079,0.7385514777525171
801630,1870,118,1988,0.9406438631790744
802200,1028,153,1181,0.8704487722269263
802870,1220,39,1259,0.9690230341540905
802890,1342,55,1397,0.9606299212598425
803600,1985,263,2248,0.8830071174377224
803980,785,391,1176,0.6675170068027211
804490,872,216,1088,0.8014705882352942
805550,11072,1181,12253,0.9036154411164613
805850,1594,455,2049,0.7779404587603709
805940,2042,589,2631,0.7761307487647282
808910,1137,158,1295,0.877992277992278
809140,2867,395,3262,0.8789086450030656
810670,1097,275,1372,0.7995626822157434
812040,814,249,1063,0.7657572906867357
812140,90313,10531,100844,0.8955713775732815
813630,6848,257,7105,0.9638282899366644
814380,106909,6149,113058,0.9456119867678536
814540,6250,519,6769,0.923326931599941
815370,26876,3824,30700,0.8754397394136808
815780,4134,322,4456,0.927737881508079
816020,10055,3644,13699,0.7339951821300825
816090,3976,1494,5470,0.7268738574040219
816340,3677,175,3852,0.9545690550363447
817130,1942,709,2651,0.7325537533006413
817510,800,305,1105,0.7239819004524887
819500,936,836,1772,0.5282167042889391
822240,409,1278,1687,0.24244220509780676
823130,13251,1797,15048,0.8805821371610846
824270,18980,1484,20464,0.9274824081313526
825310,767,670,1437,0.5337508698677801
825630,3353,131,3484,0.9623995407577497
828070,1563,164,1727,0.905037637521714
829110,2230,235,2465,0.9046653144016227
829590,2735,630,3365,0.812778603268945
831560,2857,470,3327,0.8587315900210399
831980,938,80,1018,0.9214145383104125
833040,972,63,1035,0.9391304347826087
834530,7314,526,7840,0.9329081632653061
834740,2356,295,2651,0.8887212372689551
834910,15808,18341,34149,0.46291253038156316
838310,2634,156,2790,0.9440860215053763
838380,2230,833,3063,0.7280444009141365
839630,784,409,1193,0.6571668063704945
840010,1376,138,1514,0.9088507265521797
840140,1123,1268,2391,0.4696779590129653
840720,1015,218,1233,0.8231954582319546
840800,3119,1827,4946,0.6306105944197331
841370,6242,9431,15673,0.3982645313596631
843380,6116,270,6386,0.9577200125274037
844590,1919,45,1964,0.9770875763747454
844850,977,304,1281,0.7626854020296643
844930,3283,89,3372,0.9736061684460261
845070,8077,667,8744,0.9237191216834401
846110,1060,138,1198,0.8848080133555927
846470,1917,112,2029,0.944800394282898
847370,5805,624,6429,0.9029398040130658
848350,2501,200,2701,0.9259533506108849
848450,51320,4659,55979,0.9167723610639704
850000,1442,65,1507,0.9568679495686795
851100,9814,213,10027,0.978757355141119
853550,2039,149,2188,0.9319012797074955
853770,2430,242,2672,0.9094311377245509
855860,1640,156,1796,0.9131403118040089
858210,5004,121,5125,0.976390243902439
858810,11101,1620,12721,0.8726515211068312
859680,993,39,1032,0.9622093023255814
860890,2740,249,2989,0.9166945466711275
860950,3559,133,3692,0.96397616468039
863550,24680,2147,26827,0.9199686882618258
863570,971,205,1176,0.8256802721088435
863590,1161,97,1258,0.9228934817170111
865090,976,129,1105,0.8832579185520362
866440,1824,78,1902,0.9589905362776026
868360,3959,566,4525,0.8749171270718232
868520,1373,54,1427,0.9621583742116327
869760,1515,175,1690,0.8964497041420119
870200,1227,100,1327,0.9246420497362472
872790,6169,1107,7276,0.8478559648158329
873240,1027,135,1162,0.8838209982788297
876650,973,50,1023,0.9511241446725318
877200,2306,490,2796,0.8247496423462088
878380,902,279,1181,0.7637595258255715
878750,8759,610,9369,0.9348916639982923
879160,2395,1012,3407,0.7029644848840623
880940,23951,2633,26584,0.9009554619319892
883710,63881,1798,65679,0.972624430944442
884260,1606,57,1663,0.9657245941070355
885810,1500,44,1544,0.9715025906735751
888090,1119,69,1188,0.9419191919191919
888790,1507,29,1536,0.9811197916666666
889510,1207,89,1296,0.9313271604938271
893030,2725,342,3067,0.8884903814802739
893180,4529,534,5063,0.8945289354137863
893680,2102,273,2375,0.8850526315789473
896160,1144,334,1478,0.774018944519621
899440,4278,918,5196,0.8233256351039261
899970,2559,55,2614,0.9789594491201224
900270,5294,279,5573,0.9499371972007895
905370,689,311,1000,0.689
907470,1797,234,2031,0.8847858197932054
911400,2857,2336,5193,0.5501636818794531
914260,1438,258,1696,0.847877358490566
914620,6577,1536,8113,0.8106742265499816
915460,1509,128,1637,0.921808185705559
919370,1983,516,2499,0.7935174069627852
920690,1118,636,1754,0.637400228050171
921060,589,774,1363,0.43213499633162145
921590,620,1005,1625,0.38153846153846155
921630,3067,2302,5369,0.5712423170050289
926140,1326,97,1423,0.9318341531974701
927250,2284,370,2654,0.8605877920120573
927890,3388,188,3576,0.9474272930648769
931500,1401,83,1484,0.9440700808625337
932850,915,100,1015,0.9014778325123153
934840,1269,66,1335,0.950561797752809
935270,910,139,1049,0.8674928503336511
935880,1831,151,1982,0.9238143289606459
938220,819,281,1100,0.7445454545454545
939400,6663,251,6914,0.9636968469771479
939520,996,744,1740,0.5724137931034483
939960,14922,4415,19337,0.7716812328696282
942970,20713,732,21445,0.9658661692702262
943380,2205,159,2364,0.932741116751269
944220,1134,53,1187,0.9553496208930076
945360,489947,38551,528498,0.9270555423104723
947300,1019,117,1136,0.8970070422535211
950100,423,637,1060,0.39905660377358493
951000,1194,68,1262,0.9461172741679873
951180,896,182,1078,0.8311688311688312
951440,3040,485,3525,0.8624113475177305
952040,3045,437,3482,0.8744974152785755
953580,1079,609,1688,0.639218009478673
957790,854,244,1098,0.7777777777777778
960090,129983,3339,133322,0.9749553712065525
962400,1069,113,1182,0.9043993231810491
962730,12710,1906,14616,0.8695949644225506
963000,1137,50,1187,0.95787700084246
963690,2909,193,3102,0.9377820760799485
963710,1888,106,1994,0.9468405215646941
963930,1516,319,1835,0.826158038147139
966330,2197,459,2656,0.827183734939759
967050,19765,2541,22306,0.886084461579844
967250,2295,365,2660,0.8627819548872181
968250,1744,136,1880,0.9276595744680851
970570,1520,98,1618,0.9394313967861557
973760,10208,1182,11390,0.8962247585601405
976010,993,73,1066,0.9315196998123827
977950,28766,1885,30651,0.9385011908257479
980300,3039,95,3134,0.9696873005743459
992300,15069,2264,17333,0.8693821035019904
994220,2254,395,2649,0.850887127217818
995460,1925,51,1976,0.9741902834008097
996380,680,580,1260,0.5396825396825397
998930,3009,717,3726,0.8075684380032206
1000080,823,337,1160,0.7094827586206897
1004240,2987,141,3128,0.954923273657289
1004270,886,385,1271,0.6970889063729347
1008710,1828,446,2274,0.8038698328935796
1021950,2966,301,3267,0.9078665442301805
1025250,1002,94,1096,0.9142335766423357
1025580,1211,739,1950,0.6210256410256411
1029630,661,414,1075,0.6148837209302326
1031480,1596,36,1632,0.9779411764705882
1032430,1000,336,1336,0.7485029940119761
1046030,12334,625,12959,0.9517709699822517
1048100,2055,499,2554,0.8046202036021927
1051310,2396,367,2763,0.8671733622873689
1053680,2082,184,2266,0.9187996469549867
1055430,1045,77,1122,0.9313725490196079
1058430,1337,218,1555,0.8598070739549839
